"variable" "activity" "subjectid" "average"
"8638" "timeaccelerationstandarddeviationX" "walkingupstairs" "28" -0.242062430294118
"8639" "timeaccelerationstandarddeviationX" "walkingupstairs" "29" -0.0867715569693878
"8640" "timeaccelerationstandarddeviationX" "walkingupstairs" "30" -0.350504475230769
"8641" "timeaccelerationstandarddeviationY" "laying" "1" -0.83682740562
"8642" "timeaccelerationstandarddeviationY" "laying" "2" -0.98027739875
"8643" "timeaccelerationstandarddeviationY" "laying" "3" -0.962057544516129
"8644" "timeaccelerationstandarddeviationY" "laying" "4" -0.941714042407407
"8645" "timeaccelerationstandarddeviationY" "laying" "5" -0.969295613269231
"8646" "timeaccelerationstandarddeviationY" "laying" "6" -0.924644826385965
"8647" "timeaccelerationstandarddeviationY" "laying" "7" -0.926262668653846
"8648" "timeaccelerationstandarddeviationY" "laying" "8" -0.93489116
"8649" "timeaccelerationstandarddeviationY" "laying" "9" -0.9162927764
"8650" "timeaccelerationstandarddeviationY" "laying" "10" -0.946454302068966
"8651" "timeaccelerationstandarddeviationY" "laying" "11" -0.972196873859649
"8652" "timeaccelerationstandarddeviationY" "laying" "12" -0.949072009333333
"8653" "timeaccelerationstandarddeviationY" "laying" "13" -0.950947949516129
"8654" "timeaccelerationstandarddeviationY" "laying" "14" -0.909697040980392
"8655" "timeaccelerationstandarddeviationY" "laying" "15" -0.962759422361111
"8656" "timeaccelerationstandarddeviationY" "laying" "16" -0.943061150285714
"8657" "timeaccelerationstandarddeviationY" "laying" "17" -0.944792875211268
"8658" "timeaccelerationstandarddeviationY" "laying" "18" -0.986160920923077
"8659" "timeaccelerationstandarddeviationY" "laying" "19" -0.973449968554217
"8660" "timeaccelerationstandarddeviationY" "laying" "20" -0.964098180294118
"8661" "timeaccelerationstandarddeviationY" "laying" "21" -0.956959422222222
"8662" "timeaccelerationstandarddeviationY" "laying" "22" -0.913276301666667
"8663" "timeaccelerationstandarddeviationY" "laying" "23" -0.976309827361111
"8664" "timeaccelerationstandarddeviationY" "laying" "24" -0.983126461944444
"8665" "timeaccelerationstandarddeviationY" "laying" "25" -0.691770680561644
"8666" "timeaccelerationstandarddeviationY" "laying" "26" -0.983231351842105
"8667" "timeaccelerationstandarddeviationY" "laying" "27" -0.983736043783784
"8668" "timeaccelerationstandarddeviationY" "laying" "28" -0.945386780375
"8669" "timeaccelerationstandarddeviationY" "laying" "29" -0.990240946666667
"8670" "timeaccelerationstandarddeviationY" "laying" "30" -0.954201823857143
"8671" "timeaccelerationstandarddeviationY" "sitting" "1" -0.922618641914894
"8672" "timeaccelerationstandarddeviationY" "sitting" "2" -0.950704499130435
"8673" "timeaccelerationstandarddeviationY" "sitting" "3" -0.856617812115385
"8674" "timeaccelerationstandarddeviationY" "sitting" "4" -0.89022398108
"8675" "timeaccelerationstandarddeviationY" "sitting" "5" -0.904335121022727
"8676" "timeaccelerationstandarddeviationY" "sitting" "6" -0.923682131090909
"8677" "timeaccelerationstandarddeviationY" "sitting" "7" -0.909454698541667
"8678" "timeaccelerationstandarddeviationY" "sitting" "8" -0.927331997021739
"8679" "timeaccelerationstandarddeviationY" "sitting" "9" -0.875141405
"8680" "timeaccelerationstandarddeviationY" "sitting" "10" -0.917979529962963
"8681" "timeaccelerationstandarddeviationY" "sitting" "11" -0.921402118113208
"8682" "timeaccelerationstandarddeviationY" "sitting" "12" -0.92858124
"8683" "timeaccelerationstandarddeviationY" "sitting" "13" -0.938967741632653
"8684" "timeaccelerationstandarddeviationY" "sitting" "14" -0.914935703907407
"8685" "timeaccelerationstandarddeviationY" "sitting" "15" -0.922407162881356
"8686" "timeaccelerationstandarddeviationY" "sitting" "16" -0.951607872463768
"8687" "timeaccelerationstandarddeviationY" "sitting" "17" -0.96185862984375
"8688" "timeaccelerationstandarddeviationY" "sitting" "18" -0.974928131052632
"8689" "timeaccelerationstandarddeviationY" "sitting" "19" -0.950388943972603
"8690" "timeaccelerationstandarddeviationY" "sitting" "20" -0.93612270469697
"8691" "timeaccelerationstandarddeviationY" "sitting" "21" -0.966877560941176
"8692" "timeaccelerationstandarddeviationY" "sitting" "22" -0.928059133795645
"8693" "timeaccelerationstandarddeviationY" "sitting" "23" -0.934933559264706
"8694" "timeaccelerationstandarddeviationY" "sitting" "24" -0.956255962058824
"8695" "timeaccelerationstandarddeviationY" "sitting" "25" -0.947457617061538
"8696" "timeaccelerationstandarddeviationY" "sitting" "26" -0.94079896551282
"8697" "timeaccelerationstandarddeviationY" "sitting" "27" -0.971579125714286
"8698" "timeaccelerationstandarddeviationY" "sitting" "28" -0.939905244861111
"8699" "timeaccelerationstandarddeviationY" "sitting" "29" -0.963222497833333
"8700" "timeaccelerationstandarddeviationY" "sitting" "30" -0.937857000806452
"8701" "timeaccelerationstandarddeviationY" "standing" "1" -0.973190056415094
"8702" "timeaccelerationstandarddeviationY" "standing" "2" -0.957304989259259
"8703" "timeaccelerationstandarddeviationY" "standing" "3" -0.893449307213115
"8704" "timeaccelerationstandarddeviationY" "standing" "4" -0.86159737875
"8705" "timeaccelerationstandarddeviationY" "standing" "5" -0.869439913392857
"8706" "timeaccelerationstandarddeviationY" "standing" "6" -0.921493191754386
"8707" "timeaccelerationstandarddeviationY" "standing" "7" -0.923400921886792
"8708" "timeaccelerationstandarddeviationY" "standing" "8" -0.938479429074074
"8709" "timeaccelerationstandarddeviationY" "standing" "9" -0.938635759333333
"8710" "timeaccelerationstandarddeviationY" "standing" "10" -0.919561843409091
"8711" "timeaccelerationstandarddeviationY" "standing" "11" -0.964173331702128
"8712" "timeaccelerationstandarddeviationY" "standing" "12" -0.923140254098361
"8713" "timeaccelerationstandarddeviationY" "standing" "13" -0.949422439473684
"8714" "timeaccelerationstandarddeviationY" "standing" "14" -0.928525725333333
"8715" "timeaccelerationstandarddeviationY" "standing" "15" -0.931900148301887
"8716" "timeaccelerationstandarddeviationY" "standing" "16" -0.960298267692308
"8717" "timeaccelerationstandarddeviationY" "standing" "17" -0.968176663717949
"8718" "timeaccelerationstandarddeviationY" "standing" "18" -0.95422343630137
"8719" "timeaccelerationstandarddeviationY" "standing" "19" -0.944430270684931
"8720" "timeaccelerationstandarddeviationY" "standing" "20" -0.87541041109589
"8721" "timeaccelerationstandarddeviationY" "standing" "21" -0.943601625393258
"8722" "timeaccelerationstandarddeviationY" "standing" "22" -0.922693288412698
"8723" "timeaccelerationstandarddeviationY" "standing" "23" -0.9584444925
"8724" "timeaccelerationstandarddeviationY" "standing" "24" -0.936871974347826
"8725" "timeaccelerationstandarddeviationY" "standing" "25" -0.954569225945946
"8726" "timeaccelerationstandarddeviationY" "standing" "26" -0.949466155405405
"8727" "timeaccelerationstandarddeviationY" "standing" "27" -0.955171419
"8728" "timeaccelerationstandarddeviationY" "standing" "28" -0.875689216835443
"8729" "timeaccelerationstandarddeviationY" "standing" "29" -0.969295721076923
"8730" "timeaccelerationstandarddeviationY" "standing" "30" -0.891654527118644
"8731" "timeaccelerationstandarddeviationY" "walking" "1" 0.114461336747368
"8732" "timeaccelerationstandarddeviationY" "walking" "2" -0.0780912533118644
"8733" "timeaccelerationstandarddeviationY" "walking" "3" -0.0699140652103448
"8734" "timeaccelerationstandarddeviationY" "walking" "4" -0.0788267367683333
"8735" "timeaccelerationstandarddeviationY" "walking" "5" 0.0767484028053571
"8736" "timeaccelerationstandarddeviationY" "walking" "6" 0.164213884996491
"8737" "timeaccelerationstandarddeviationY" "walking" "7" -0.0772618561052631
"8738" "timeaccelerationstandarddeviationY" "walking" "8" 0.380782052708333
"8739" "timeaccelerationstandarddeviationY" "walking" "9" -0.201696960826923
"8740" "timeaccelerationstandarddeviationY" "walking" "10" -0.0227431651698113
"8741" "timeaccelerationstandarddeviationY" "walking" "11" -0.0522120750440678
"8742" "timeaccelerationstandarddeviationY" "walking" "12" -0.122783290008
"8743" "timeaccelerationstandarddeviationY" "walking" "13" 0.141866689392982
"8744" "timeaccelerationstandarddeviationY" "walking" "14" -0.0536126686650847
"8745" "timeaccelerationstandarddeviationY" "walking" "15" 0.138912923691296
"8746" "timeaccelerationstandarddeviationY" "walking" "16" -0.314569762352941
"8747" "timeaccelerationstandarddeviationY" "walking" "17" -0.0175797885542623
"8748" "timeaccelerationstandarddeviationY" "walking" "18" -0.227005874892857
"8749" "timeaccelerationstandarddeviationY" "walking" "19" 0.181801561185577
"8750" "timeaccelerationstandarddeviationY" "walking" "20" 0.489771808627451
"8751" "timeaccelerationstandarddeviationY" "walking" "21" 0.0540880509209615
"8752" "timeaccelerationstandarddeviationY" "walking" "22" 0.100384246321739
"8753" "timeaccelerationstandarddeviationY" "walking" "23" -0.119020586510678
"8754" "timeaccelerationstandarddeviationY" "walking" "24" -0.154127498163793
"8755" "timeaccelerationstandarddeviationY" "walking" "25" -0.161852411581081
"8756" "timeaccelerationstandarddeviationY" "walking" "26" -0.136351391645763
"8757" "timeaccelerationstandarddeviationY" "walking" "27" -0.187301214964912
"8758" "timeaccelerationstandarddeviationY" "walking" "28" -0.117886186425926
"8759" "timeaccelerationstandarddeviationY" "walking" "29" -0.0917540612869811
"8760" "timeaccelerationstandarddeviationY" "walking" "30" -0.173550021692308
"8761" "timeaccelerationstandarddeviationY" "walkingdownstairs" "1" -0.0319359434489796
"8762" "timeaccelerationstandarddeviationY" "walkingdownstairs" "2" 0.262881788951064
"8763" "timeaccelerationstandarddeviationY" "walkingdownstairs" "3" -0.0331503723387755
"8764" "timeaccelerationstandarddeviationY" "walkingdownstairs" "4" -0.21859832499
"8765" "timeaccelerationstandarddeviationY" "walkingdownstairs" "5" 0.0907630761042553
"8766" "timeaccelerationstandarddeviationY" "walkingdownstairs" "6" 0.360164958768542
"8767" "timeaccelerationstandarddeviationY" "walkingdownstairs" "7" -0.138179072734043
"8768" "timeaccelerationstandarddeviationY" "walkingdownstairs" "8" 0.343826273105263
"8769" "timeaccelerationstandarddeviationY" "walkingdownstairs" "9" -0.208310705504762
"8770" "timeaccelerationstandarddeviationY" "walkingdownstairs" "10" 0.00407915363157895
"8771" "timeaccelerationstandarddeviationY" "walkingdownstairs" "11" 0.0708122725543478
"8772" "timeaccelerationstandarddeviationY" "walkingdownstairs" "12" 0.11083534373913
"8773" "timeaccelerationstandarddeviationY" "walkingdownstairs" "13" -0.03212524665
"8774" "timeaccelerationstandarddeviationY" "walkingdownstairs" "14" 0.378870491755556
"8775" "timeaccelerationstandarddeviationY" "walkingdownstairs" "15" 0.186532377428571
"8776" "timeaccelerationstandarddeviationY" "walkingdownstairs" "16" -0.146993837655319
"8777" "timeaccelerationstandarddeviationY" "walkingdownstairs" "17" -0.0607892037384783
"8778" "timeaccelerationstandarddeviationY" "walkingdownstairs" "18" -0.254214045818182
"8779" "timeaccelerationstandarddeviationY" "walkingdownstairs" "19" 0.514816445641026
"8780" "timeaccelerationstandarddeviationY" "walkingdownstairs" "20" 0.616937015333333
"8781" "timeaccelerationstandarddeviationY" "walkingdownstairs" "21" 0.301336399711111
"8782" "timeaccelerationstandarddeviationY" "walkingdownstairs" "22" 0.239812250944444
"8783" "timeaccelerationstandarddeviationY" "walkingdownstairs" "23" 0.10825903416963
"8784" "timeaccelerationstandarddeviationY" "walkingdownstairs" "24" -0.102607326783636
"8785" "timeaccelerationstandarddeviationY" "walkingdownstairs" "25" -0.14054060387069
"8786" "timeaccelerationstandarddeviationY" "walkingdownstairs" "26" -0.011629910112
"8787" "timeaccelerationstandarddeviationY" "walkingdownstairs" "27" -0.0979710029522727
"8788" "timeaccelerationstandarddeviationY" "walkingdownstairs" "28" 0.156496646504348
"8789" "timeaccelerationstandarddeviationY" "walkingdownstairs" "29" -0.12246346700625
"8790" "timeaccelerationstandarddeviationY" "walkingdownstairs" "30" -0.0272628077709677
"8791" "timeaccelerationstandarddeviationY" "walkingupstairs" "1" -0.00232026501698113
"8792" "timeaccelerationstandarddeviationY" "walkingupstairs" "2" 0.108027279889583
"8793" "timeaccelerationstandarddeviationY" "walkingupstairs" "3" 0.0116280813372881
"8794" "timeaccelerationstandarddeviationY" "walkingupstairs" "4" -0.0666899105180769
"8795" "timeaccelerationstandarddeviationY" "walkingupstairs" "5" 0.185022459476596
"8796" "timeaccelerationstandarddeviationY" "walkingupstairs" "6" 0.189276117327451
"8797" "timeaccelerationstandarddeviationY" "walkingupstairs" "7" -0.32616002254902
"8798" "timeaccelerationstandarddeviationY" "walkingupstairs" "8" 0.348768733170732
"8799" "timeaccelerationstandarddeviationY" "walkingupstairs" "9" -0.302206203816327
"8800" "timeaccelerationstandarddeviationY" "walkingupstairs" "10" -0.00555287692765957
"8801" "timeaccelerationstandarddeviationY" "walkingupstairs" "11" -0.103167501868519
"8802" "timeaccelerationstandarddeviationY" "walkingupstairs" "12" -0.103818259823077
"8803" "timeaccelerationstandarddeviationY" "walkingupstairs" "13" 0.104470773801818
"8804" "timeaccelerationstandarddeviationY" "walkingupstairs" "14" 0.307195533
"8805" "timeaccelerationstandarddeviationY" "walkingupstairs" "15" -0.00406536043541667
"8806" "timeaccelerationstandarddeviationY" "walkingupstairs" "16" -0.163732745078431
"8807" "timeaccelerationstandarddeviationY" "walkingupstairs" "17" -0.0131721014395833
"8808" "timeaccelerationstandarddeviationY" "walkingupstairs" "18" -0.211155120224138
"8809" "timeaccelerationstandarddeviationY" "walkingupstairs" "19" 0.176349922525
"8810" "timeaccelerationstandarddeviationY" "walkingupstairs" "20" 0.15219632835098
"8811" "timeaccelerationstandarddeviationY" "walkingupstairs" "21" 0.109787469104255
"8812" "timeaccelerationstandarddeviationY" "walkingupstairs" "22" 0.250067523738095
"8813" "timeaccelerationstandarddeviationY" "walkingupstairs" "23" 0.0448435785868627
"8814" "timeaccelerationstandarddeviationY" "walkingupstairs" "24" -0.116804488966102
"8815" "timeaccelerationstandarddeviationY" "walkingupstairs" "25" -0.223086808769231
"8816" "timeaccelerationstandarddeviationY" "walkingupstairs" "26" -0.0491726302763636
"8817" "timeaccelerationstandarddeviationY" "walkingupstairs" "27" -0.0950104077
"8818" "timeaccelerationstandarddeviationY" "walkingupstairs" "28" -0.146753877035294
"8819" "timeaccelerationstandarddeviationY" "walkingupstairs" "29" -0.122128287642857
"8820" "timeaccelerationstandarddeviationY" "walkingupstairs" "30" -0.127311157607692
"8821" "timeaccelerationstandarddeviationZ" "laying" "1" -0.826061401628
"8822" "timeaccelerationstandarddeviationZ" "laying" "2" -0.984233296875
"8823" "timeaccelerationstandarddeviationZ" "laying" "3" -0.96369103483871
"8824" "timeaccelerationstandarddeviationZ" "laying" "4" -0.962667314814815
"8825" "timeaccelerationstandarddeviationZ" "laying" "5" -0.968562516346154
"8826" "timeaccelerationstandarddeviationZ" "laying" "6" -0.925216100350877
"8827" "timeaccelerationstandarddeviationZ" "laying" "7" -0.952978365961539
"8828" "timeaccelerationstandarddeviationZ" "laying" "8" -0.932491454407407
"8829" "timeaccelerationstandarddeviationZ" "laying" "9" -0.9407072854
"8830" "timeaccelerationstandarddeviationZ" "laying" "10" -0.95947148637931
"8831" "timeaccelerationstandarddeviationZ" "laying" "11" -0.971311176842105
"8832" "timeaccelerationstandarddeviationZ" "laying" "12" -0.9483338435
"8833" "timeaccelerationstandarddeviationZ" "laying" "13" -0.950392995483871
"8834" "timeaccelerationstandarddeviationZ" "laying" "14" -0.900331921686275
"8835" "timeaccelerationstandarddeviationZ" "laying" "15" -0.929586835277778
"8836" "timeaccelerationstandarddeviationZ" "laying" "16" -0.965490276285714
"8837" "timeaccelerationstandarddeviationZ" "laying" "17" -0.953476700140845
"8838" "timeaccelerationstandarddeviationZ" "laying" "18" -0.987658662307692
"8839" "timeaccelerationstandarddeviationZ" "laying" "19" -0.984672837228916
"8840" "timeaccelerationstandarddeviationZ" "laying" "20" -0.972571998382353
"8841" "timeaccelerationstandarddeviationZ" "laying" "21" -0.945653787777778
"8842" "timeaccelerationstandarddeviationZ" "laying" "22" -0.942945807916667
"8843" "timeaccelerationstandarddeviationZ" "laying" "23" -0.973223495416667
"8844" "timeaccelerationstandarddeviationZ" "laying" "24" -0.973566958888889
"8845" "timeaccelerationstandarddeviationZ" "laying" "25" -0.717262004013699
"8846" "timeaccelerationstandarddeviationZ" "laying" "26" -0.984500013157895
"8847" "timeaccelerationstandarddeviationZ" "laying" "27" -0.986636996081081
"8848" "timeaccelerationstandarddeviationZ" "laying" "28" -0.956450342875
"8849" "timeaccelerationstandarddeviationZ" "laying" "29" -0.987255149855072
"8850" "timeaccelerationstandarddeviationZ" "laying" "30" -0.967044236428571
"8851" "timeaccelerationstandarddeviationZ" "sitting" "1" -0.93958629106383
"8852" "timeaccelerationstandarddeviationZ" "sitting" "2" -0.95982817173913
"8853" "timeaccelerationstandarddeviationZ" "sitting" "3" -0.875110175384615
"8854" "timeaccelerationstandarddeviationZ" "sitting" "4" -0.9322030066
"8855" "timeaccelerationstandarddeviationZ" "sitting" "5" -0.926094740227273
"8856" "timeaccelerationstandarddeviationZ" "sitting" "6" -0.925797097090909
"8857" "timeaccelerationstandarddeviationZ" "sitting" "7" -0.8565329414375
"8858" "timeaccelerationstandarddeviationZ" "sitting" "8" -0.939553030217391
"8859" "timeaccelerationstandarddeviationZ" "sitting" "9" -0.83200187268
"8860" "timeaccelerationstandarddeviationZ" "sitting" "10" -0.967826981666667
"8861" "timeaccelerationstandarddeviationZ" "sitting" "11" -0.968370181886792
"8862" "timeaccelerationstandarddeviationZ" "sitting" "12" -0.939661889019608
"8863" "timeaccelerationstandarddeviationZ" "sitting" "13" -0.938641215510204
"8864" "timeaccelerationstandarddeviationZ" "sitting" "14" -0.922774835740741
"8865" "timeaccelerationstandarddeviationZ" "sitting" "15" -0.949338025084746
"8866" "timeaccelerationstandarddeviationZ" "sitting" "16" -0.939672247101449
"8867" "timeaccelerationstandarddeviationZ" "sitting" "17" -0.96572919578125
"8868" "timeaccelerationstandarddeviationZ" "sitting" "18" -0.977572717017544
"8869" "timeaccelerationstandarddeviationZ" "sitting" "19" -0.951929615068493
"8870" "timeaccelerationstandarddeviationZ" "sitting" "20" -0.929106396818182
"8871" "timeaccelerationstandarddeviationZ" "sitting" "21" -0.959567861764706
"8872" "timeaccelerationstandarddeviationZ" "sitting" "22" -0.917564853870968
"8873" "timeaccelerationstandarddeviationZ" "sitting" "23" -0.905584390323529
"8874" "timeaccelerationstandarddeviationZ" "sitting" "24" -0.957056111470588
"8875" "timeaccelerationstandarddeviationZ" "sitting" "25" -0.965139552153846
"8876" "timeaccelerationstandarddeviationZ" "sitting" "26" -0.950004414102564
"8877" "timeaccelerationstandarddeviationZ" "sitting" "27" -0.965858735142857
"8878" "timeaccelerationstandarddeviationZ" "sitting" "28" -0.936667245694444
"8879" "timeaccelerationstandarddeviationZ" "sitting" "29" -0.968063878166667
"8880" "timeaccelerationstandarddeviationZ" "sitting" "30" -0.950654041290323
"8881" "timeaccelerationstandarddeviationZ" "standing" "1" -0.979775876981132
"8882" "timeaccelerationstandarddeviationZ" "standing" "2" -0.949741851296296
"8883" "timeaccelerationstandarddeviationZ" "standing" "3" -0.911419015081967
"8884" "timeaccelerationstandarddeviationZ" "standing" "4" -0.896880538392857
"8885" "timeaccelerationstandarddeviationZ" "standing" "5" -0.869327321785714
"8886" "timeaccelerationstandarddeviationZ" "standing" "6" -0.925692371929825
"8887" "timeaccelerationstandarddeviationZ" "standing" "7" -0.917064168490566
"8888" "timeaccelerationstandarddeviationZ" "standing" "8" -0.926065255185185
"8889" "timeaccelerationstandarddeviationZ" "standing" "9" -0.919295805777778
"8890" "timeaccelerationstandarddeviationZ" "standing" "10" -0.941271440454545
"8891" "timeaccelerationstandarddeviationZ" "standing" "11" -0.986382712765957
"8892" "timeaccelerationstandarddeviationZ" "standing" "12" -0.920684800114754
"8893" "timeaccelerationstandarddeviationZ" "standing" "13" -0.967538031754386
"8894" "timeaccelerationstandarddeviationZ" "standing" "14" -0.9222763115
"8895" "timeaccelerationstandarddeviationZ" "standing" "15" -0.951670257924528
"8896" "timeaccelerationstandarddeviationZ" "standing" "16" -0.953468961666667
"8897" "timeaccelerationstandarddeviationZ" "standing" "17" -0.970462679230769
"8898" "timeaccelerationstandarddeviationZ" "standing" "18" -0.961873909178082
"8899" "timeaccelerationstandarddeviationZ" "standing" "19" -0.952599653972603
"8900" "timeaccelerationstandarddeviationZ" "standing" "20" -0.913142481643836
"8901" "timeaccelerationstandarddeviationZ" "standing" "21" -0.946123407078652
"8902" "timeaccelerationstandarddeviationZ" "standing" "22" -0.942201655238095
"8903" "timeaccelerationstandarddeviationZ" "standing" "23" -0.929409745147059
"8904" "timeaccelerationstandarddeviationZ" "standing" "24" -0.930283530144928
"8905" "timeaccelerationstandarddeviationZ" "standing" "25" -0.964642688108108
"8906" "timeaccelerationstandarddeviationZ" "standing" "26" -0.962988401351351
"8907" "timeaccelerationstandarddeviationZ" "standing" "27" -0.962408444875
"8908" "timeaccelerationstandarddeviationZ" "standing" "28" -0.905123824177215
"8909" "timeaccelerationstandarddeviationZ" "standing" "29" -0.980207488923077
"8910" "timeaccelerationstandarddeviationZ" "standing" "30" -0.912850596949152
"8911" "timeaccelerationstandarddeviationZ" "walking" "1" -0.260027902210526
"8912" "timeaccelerationstandarddeviationZ" "walking" "2" -0.425257524915254
"8913" "timeaccelerationstandarddeviationZ" "walking" "3" -0.387411994310345
"8914" "timeaccelerationstandarddeviationZ" "walking" "4" -0.586252806833333
"8915" "timeaccelerationstandarddeviationZ" "walking" "5" -0.45702143625
"8916" "timeaccelerationstandarddeviationZ" "walking" "6" -0.504324207192982
"8917" "timeaccelerationstandarddeviationZ" "walking" "7" 0.159631283261403
"8918" "timeaccelerationstandarddeviationZ" "walking" "8" -0.1420885318125
"8919" "timeaccelerationstandarddeviationZ" "walking" "9" -0.0579636469030769
"8920" "timeaccelerationstandarddeviationZ" "walking" "10" -0.395645072075472
"8921" "timeaccelerationstandarddeviationZ" "walking" "11" -0.530626311355932
"8922" "timeaccelerationstandarddeviationZ" "walking" "12" -0.4106060626
"8923" "timeaccelerationstandarddeviationZ" "walking" "13" -0.220503537026316
"8924" "timeaccelerationstandarddeviationZ" "walking" "14" 0.0518841040022034
"8925" "timeaccelerationstandarddeviationZ" "walking" "15" -0.518932634814815
"8926" "timeaccelerationstandarddeviationZ" "walking" "16" -0.159799790235294
"8927" "timeaccelerationstandarddeviationZ" "walking" "17" -0.265824489180328
"8928" "timeaccelerationstandarddeviationZ" "walking" "18" -0.428348061071429
"8929" "timeaccelerationstandarddeviationZ" "walking" "19" -0.13947794235
"8930" "timeaccelerationstandarddeviationZ" "walking" "20" -0.228734217372549
"8931" "timeaccelerationstandarddeviationZ" "walking" "21" -0.16868872575
"8932" "timeaccelerationstandarddeviationZ" "walking" "22" -0.213351968804348
"8933" "timeaccelerationstandarddeviationZ" "walking" "23" 0.164220685383051
"8934" "timeaccelerationstandarddeviationZ" "walking" "24" -0.288840016206897
"8935" "timeaccelerationstandarddeviationZ" "walking" "25" -0.437133403243243
"8936" "timeaccelerationstandarddeviationZ" "walking" "26" -0.333486502542373
"8937" "timeaccelerationstandarddeviationZ" "walking" "27" -0.297318273508772
"8938" "timeaccelerationstandarddeviationZ" "walking" "28" -0.300928395925926
"8939" "timeaccelerationstandarddeviationZ" "walking" "29" -0.242828038264151
"8940" "timeaccelerationstandarddeviationZ" "walking" "30" -0.120476783907692
"8941" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "1" -0.230434213204082
"8942" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "2" -0.10283790806383
"8943" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "3" -0.362240245489796
"8944" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "4" -0.479185977111111
"8945" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "5" -0.325891435319149
"8946" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "6" -0.320204232520417
"8947" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "7" -0.0636402447755319
"8948" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "8" 0.1337170395
"8949" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "9" -0.00771530035714285
"8950" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "10" -0.183557562032895
"8951" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "11" -0.324026938043478
"8952" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "12" -0.425017413478261
"8953" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "13" -0.158333146191489
"8954" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "14" 0.451576075111111
"8955" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "15" -0.281982181666667
"8956" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "16" 0.0114353944787234
"8957" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "17" -0.231064156615217
"8958" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "18" -0.418610127454545
"8959" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "19" 0.049322451025641
"8960" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "20" -0.160938536488889
"8961" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "21" -0.0717893558666667
"8962" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "22" -0.325722718055556
"8963" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "23" 0.229898742944444
"8964" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "24" -0.205566380745455
"8965" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "25" -0.457972381896552
"8966" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "26" -0.284807676
"8967" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "27" -0.240040783340909
"8968" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "28" -0.341031811521739
"8969" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "29" -0.223177999879167
"8970" "timeaccelerationstandarddeviationZ" "walkingdownstairs" "30" -0.217275690290323
"8971" "timeaccelerationstandarddeviationZ" "walkingupstairs" "1" -0.0194792388471698
"8972" "timeaccelerationstandarddeviationZ" "walkingupstairs" "2" -0.112121021220833
"8973" "timeaccelerationstandarddeviationZ" "walkingupstairs" "3" -0.369754604067797
"8974" "timeaccelerationstandarddeviationZ" "walkingupstairs" "4" -0.372137777692308
"8975" "timeaccelerationstandarddeviationZ" "walkingupstairs" "5" -0.308938978787234
"8976" "timeaccelerationstandarddeviationZ" "walkingupstairs" "6" -0.353519514896078
"8977" "timeaccelerationstandarddeviationZ" "walkingupstairs" "7" -0.145665025639216
"8978" "timeaccelerationstandarddeviationZ" "walkingupstairs" "8" 0.121187278790244
"8979" "timeaccelerationstandarddeviationZ" "walkingupstairs" "9" -0.253434083542857
"8980" "timeaccelerationstandarddeviationZ" "walkingupstairs" "10" -0.0738744931340426
"8981" "timeaccelerationstandarddeviationZ" "walkingupstairs" "11" -0.203369399185185
"8982" "timeaccelerationstandarddeviationZ" "walkingupstairs" "12" -0.436697425576923
"8983" "timeaccelerationstandarddeviationZ" "walkingupstairs" "13" -0.217210568085455
"8984" "timeaccelerationstandarddeviationZ" "walkingupstairs" "14" 0.609017879074074
"8985" "timeaccelerationstandarddeviationZ" "walkingupstairs" "15" -0.379717488104167
"8986" "timeaccelerationstandarddeviationZ" "walkingupstairs" "16" -0.129283825721569
"8987" "timeaccelerationstandarddeviationZ" "walkingupstairs" "17" -0.230220954239583
"8988" "timeaccelerationstandarddeviationZ" "walkingupstairs" "18" -0.31437339137931
"8989" "timeaccelerationstandarddeviationZ" "walkingupstairs" "19" -0.1904685504575
"8990" "timeaccelerationstandarddeviationZ" "walkingupstairs" "20" -0.229249455098039
"8991" "timeaccelerationstandarddeviationZ" "walkingupstairs" "21" -0.219707928574468
